Query,Type,Time
f8,SS,4.0
f8,SS,5.0
f8,SS,5.0
f8,SS,4.0
f8,SS,4.0
f8,GS,3.0
f8,GS,3.0
f8,GS,2.0
f8,GS,2.0
f8,GS,3.0
f8,GS,2.0
f8,GS,2.0
f8,GS,3.0
f8,GS,3.0
f8,GS,3.0
f8,Jena,1.0
f8,Jena,1.0
f8,Jena,2.0
f8,Jena,2.0
f8,Jena,1.0
f8,Jena,2.0
f8,Jena,1.0
f8,Jena,1.0
f8,Jena,2.0
f8,Jena,2.0
f8,GraphDB,1.0
f8,GraphDB,0.0
f8,GraphDB,0.0
f8,GraphDB,0.0
f8,GraphDB,0.0
f8,GraphDB,1.0
f8,GraphDB,1.0
f8,GraphDB,1.0
f8,GraphDB,0.0
f8,GraphDB,1.0
s1,SS,6.0
s1,SS,6.0
s1,SS,5.0
s1,SS,5.0
s1,SS,8.0
s1,SS,7.0
s1,SS,7.0
s1,SS,7.0
s1,SS,5.0
s1,SS,5.0
s1,GS,7.0
s1,GS,4.0
s1,GS,5.0
s1,GS,3.0
s1,GS,3.0
s1,GS,3.0
s1,GS,4.0
s1,GS,5.0
s1,GS,5.0
s1,GS,5.0
s1,Jena,1.0
s1,Jena,1.0
s1,Jena,2.0
s1,Jena,1.0
s1,Jena,1.0
s1,Jena,2.0
s1,Jena,1.0
s1,Jena,1.0
s1,Jena,2.0
s1,Jena,1.0
s1,GraphDB,1.0
s1,GraphDB,0.0
s1,GraphDB,0.0
s1,GraphDB,1.0
s1,GraphDB,1.0
s1,GraphDB,1.0
s1,GraphDB,1.0
s1,GraphDB,0.0
s1,GraphDB,0.0
s1,GraphDB,0.0
s2,SS,5.0
s2,SS,5.0
s2,SS,5.0
s2,SS,4.0
s2,SS,5.0
s2,SS,4.0
s2,SS,4.0
s2,SS,4.0
s2,SS,4.0
s2,SS,5.0
s2,GS,4.0
s2,GS,4.0
s2,GS,3.0
s2,GS,3.0
s2,GS,3.0
s2,GS,2.0
s2,GS,3.0
s2,GS,3.0
s2,GS,2.0
s2,GS,3.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,Jena,2.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,1.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s2,GraphDB,0.0
s3,SS,2.0
s3,SS,2.0
s3,SS,2.0
s3,SS,2.0
s3,SS,3.0
s3,SS,3.0
s3,SS,4.0
s3,SS,2.0
s3,SS,2.0
s3,SS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,2.0
s3,GS,1.0
s3,GS,1.0
s3,Jena,1.0
s3,Jena,2.0
s3,Jena,2.0
s3,Jena,1.0
s3,Jena,2.0
s3,Jena,2.0
s3,Jena,2.0
s3,Jena,1.0
s3,Jena,1.0
s3,Jena,1.0
s3,GraphDB,0.0
s3,GraphDB,0.0
s3,GraphDB,0.0
s3,GraphDB,0.0
s3,GraphDB,1.0
s3,GraphDB,1.0
s3,GraphDB,0.0
s3,GraphDB,0.0
s3,GraphDB,1.0
s3,GraphDB,0.0
s4,SS,3.0
s4,SS,3.0
s4,SS,2.0
s4,SS,3.0
s4,SS,3.0
s4,SS,3.0
s4,SS,3.0
s4,SS,2.0
s4,SS,3.0
s4,SS,3.0
s4,GS,2.0
s4,GS,2.0
s4,GS,2.0
s4,GS,2.0
s4,GS,1.0
s4,GS,2.0
s4,GS,2.0
s4,GS,2.0
s4,GS,2.0
s4,GS,2.0
s4,Jena,2.0
s4,Jena,1.0
s4,Jena,1.0
s4,Jena,1.0
s4,Jena,2.0
s4,Jena,1.0
s4,Jena,2.0
s4,Jena,2.0
s4,Jena,1.0
s4,Jena,1.0
s4,GraphDB,0.0
s4,GraphDB,1.0
s4,GraphDB,0.0
s4,GraphDB,0.0
s4,GraphDB,0.0
s4,GraphDB,0.0
s4,GraphDB,0.0
s4,GraphDB,1.0
s4,GraphDB,0.0
s4,GraphDB,0.0
s5,SS,10.0
s5,SS,5.0
s5,SS,5.0
s5,SS,5.0
s5,SS,6.0
s5,SS,4.0
s5,SS,4.0
s5,SS,4.0
s5,SS,4.0
s5,SS,6.0
s5,GS,4.0
s5,GS,3.0
s5,GS,3.0
s5,GS,3.0
s5,GS,3.0
s5,GS,3.0
s5,GS,3.0
s5,GS,2.0
s5,GS,2.0
s5,GS,3.0
s5,Jena,2.0
s5,Jena,3.0
s5,Jena,3.0
s5,Jena,2.0
s5,Jena,2.0
s5,Jena,2.0
s5,Jena,2.0
s5,Jena,2.0
s5,Jena,2.0
s5,Jena,2.0
s5,GraphDB,0.0
s5,GraphDB,0.0
s5,GraphDB,0.0
s5,GraphDB,0.0
s5,GraphDB,0.0
s5,GraphDB,1.0
s5,GraphDB,1.0
s5,GraphDB,1.0
s5,GraphDB,0.0
s5,GraphDB,0.0
s6,SS,5.0
s6,SS,4.0
s6,SS,4.0
s6,SS,5.0
s6,SS,5.0
s6,SS,4.0
s6,SS,4.0
s6,SS,4.0
s6,SS,4.0
s6,SS,4.0
s6,GS,2.0
s6,GS,3.0
s6,GS,4.0
s6,GS,3.0
s6,GS,6.0
s6,GS,3.0
s6,GS,2.0
s6,GS,3.0
s6,GS,4.0
s6,GS,4.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,3.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,2.0
s6,Jena,2.0
s6,GraphDB,0.0
s6,GraphDB,1.0
s6,GraphDB,1.0
s6,GraphDB,0.0
s6,GraphDB,0.0
s6,GraphDB,0.0
s6,GraphDB,0.0
s6,GraphDB,0.0
s6,GraphDB,1.0
s6,GraphDB,0.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c0,CS,1.0
c1,CS,1.0
c1,CS,0.0
c1,CS,0.0
c1,CS,1.0
c1,CS,0.0
c1,CS,0.0
c1,CS,1.0
c1,CS,1.0
c1,CS,1.0
c1,CS,1.0
c2,CS,0.0
c2,CS,1.0
c2,CS,0.0
c2,CS,1.0
c2,CS,1.0
c2,CS,1.0
c2,CS,1.0
c2,CS,0.0
c2,CS,0.0
c2,CS,0.0
c3,CS,6.0
c3,CS,2.0
c3,CS,2.0
c3,CS,2.0
c3,CS,1.0
c3,CS,2.0
c3,CS,1.0
c3,CS,1.0
c3,CS,1.0
c3,CS,1.0
c4,CS,0.0
c4,CS,3.0
c4,CS,1.0
c4,CS,1.0
c4,CS,0.0
c4,CS,0.0
c4,CS,1.0
c4,CS,1.0
c4,CS,0.0
c4,CS,1.0
c5,CS,1.0
c5,CS,0.0
c5,CS,1.0
c5,CS,1.0
c5,CS,1.0
c5,CS,0.0
c5,CS,1.0
c5,CS,1.0
c5,CS,1.0
c5,CS,2.0
f1,CS,0.0
f1,CS,0.0
f1,CS,1.0
f1,CS,1.0
f1,CS,0.0
f1,CS,0.0
f1,CS,0.0
f1,CS,0.0
f1,CS,0.0
f1,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f2,CS,1.0
f3,CS,0.0
f3,CS,0.0
f3,CS,0.0
f3,CS,0.0
f3,CS,0.0
f3,CS,1.0
f3,CS,0.0
f3,CS,0.0
f3,CS,0.0
f3,CS,1.0
f5,CS,1.0
f5,CS,0.0
f5,CS,0.0
f5,CS,0.0
f5,CS,1.0
f5,CS,0.0
f5,CS,1.0
f5,CS,1.0
f5,CS,1.0
f5,CS,1.0
f6,CS,1.0
f6,CS,0.0
f6,CS,1.0
f6,CS,0.0
f6,CS,0.0
f6,CS,1.0
f6,CS,0.0
f6,CS,1.0
f6,CS,0.0
f6,CS,0.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f7,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
f8,CS,1.0
q2,CS,0.0
q2,CS,1.0
q2,CS,1.0
q2,CS,1.0
q2,CS,0.0
q2,CS,0.0
q2,CS,0.0
q2,CS,0.0
q2,CS,1.0
q2,CS,1.0
q4,CS,0.0
q4,CS,0.0
q4,CS,1.0
q4,CS,1.0
q4,CS,1.0
q4,CS,0.0
q4,CS,0.0
q4,CS,1.0
q4,CS,0.0
q4,CS,0.0
q7,CS,0.0
q7,CS,0.0
q7,CS,0.0
q7,CS,0.0
q7,CS,1.0
q7,CS,0.0
q7,CS,0.0
q7,CS,0.0
q7,CS,1.0
q7,CS,0.0
q8,CS,0.0
q8,CS,1.0
q8,CS,1.0
q8,CS,0.0
q8,CS,1.0
q8,CS,0.0
q8,CS,0.0
q8,CS,0.0
q8,CS,1.0
q8,CS,0.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q9,CS,1.0
q12,CS,1.0
q12,CS,1.0
q12,CS,0.0
q12,CS,0.0
q12,CS,0.0
q12,CS,1.0
q12,CS,0.0
q12,CS,1.0
q12,CS,1.0
q12,CS,1.0
s1,CS,0.0
s1,CS,1.0
s1,CS,0.0
s1,CS,0.0
s1,CS,1.0
s1,CS,1.0
s1,CS,0.0
s1,CS,1.0
s1,CS,1.0
s1,CS,1.0
s2,CS,1.0
s2,CS,1.0
s2,CS,0.0
s2,CS,1.0
s2,CS,1.0
s2,CS,1.0
s2,CS,1.0
s2,CS,0.0
s2,CS,0.0
s2,CS,0.0
s3,CS,1.0
s3,CS,0.0
s3,CS,1.0
s3,CS,0.0
s3,CS,1.0
s3,CS,0.0
s3,CS,0.0
s3,CS,0.0
s3,CS,1.0
s3,CS,1.0
s4,CS,1.0
s4,CS,0.0
s4,CS,0.0
s4,CS,0.0
s4,CS,1.0
s4,CS,0.0
s4,CS,0.0
s4,CS,1.0
s4,CS,1.0
s4,CS,0.0
s5,CS,1.0
s5,CS,1.0
s5,CS,1.0
s5,CS,0.0
s5,CS,0.0
s5,CS,0.0
s5,CS,1.0
s5,CS,1.0
s5,CS,1.0
s5,CS,0.0
s6,CS,0.0
s6,CS,1.0
s6,CS,0.0
s6,CS,1.0
s6,CS,0.0
s6,CS,0.0
s6,CS,1.0
s6,CS,1.0
s6,CS,1.0
s6,CS,1.0
c0,SumRDF,1.0
c0,SumRDF,1.0
c0,SumRDF,1.0
c0,SumRDF,1.0
c0,SumRDF,1.0
c0,SumRDF,0.0
c0,SumRDF,0.0
c0,SumRDF,0.0
c0,SumRDF,1.0
c0,SumRDF,0.0
c1,SumRDF,0.0
c1,SumRDF,1.0
c1,SumRDF,0.0
c1,SumRDF,0.0
c1,SumRDF,1.0
c1,SumRDF,0.0
c1,SumRDF,0.0
c1,SumRDF,1.0
c1,SumRDF,0.0
c1,SumRDF,0.0
c2,SumRDF,1.0
c2,SumRDF,1.0
c2,SumRDF,0.0
c2,SumRDF,0.0
c2,SumRDF,0.0
c2,SumRDF,0.0
c2,SumRDF,1.0
c2,SumRDF,1.0
c2,SumRDF,0.0
c2,SumRDF,0.0
c3,SumRDF,1.0
c3,SumRDF,0.0
c3,SumRDF,0.0
c3,SumRDF,0.0
c3,SumRDF,1.0
c3,SumRDF,1.0
